City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
51,port hardy,75,CA,1610152315,81,50.6996,-127.4199,281.15,1.03
52,bredasdorp,0,ZA,1610152319,94,-34.5322,20.0403,290.15,0.51
53,rio grande,0,BR,1610152319,80,-32.035,-52.0986,295.89,6.47
54,kudahuvadhoo,71,MV,1610152320,76,2.6708,72.8944,300.94,3.29
55,brae,90,GB,1610152321,70,60.3964,-1.353,278.15,9.77
56,upernavik,100,GL,1610152323,73,72.7868,-56.1549,259.39,2.27
57,barrow,90,US,1610152238,71,71.2906,-156.7887,255.15,5.14
58,maltahohe,100,NA,1610152324,42,-24.8333,16.9833,299.11,2.86
59,vila velha,75,BR,1610152325,78,-20.3297,-40.2925,300.15,4.63
60,harer,0,ET,1610152327,47,9.3094,42.1258,284.54,1.35
61,georgetown,20,MY,1610152031,78,5.4112,100.3354,299.82,1.54
62,dhidhdhoo,100,MV,1610152329,76,6.8833,73.1,301.01,3.86
63,yelizovo,0,RU,1610152330,65,53.1873,158.3805,254.15,2.0
64,port alfred,4,ZA,1610152331,94,-33.5906,26.891,294.26,2.98
65,punta arenas,75,CL,1610152032,62,-53.15,-70.9167,285.15,7.72
66,cayenne,75,GF,1610152334,100,4.9333,-52.3333,297.15,1.03
67,nuuk,20,GL,1610152336,58,64.1835,-51.7216,267.15,9.77
68,albany,0,US,1610152207,71,42.6001,-73.9662,268.15,2.69
69,banjar,75,ID,1610152338,94,-8.19,114.9675,299.15,1.54
70,tasiilaq,0,GL,1610152339,52,65.6145,-37.6368,263.15,1.54
71,katsuura,20,JP,1610152341,24,35.1333,140.3,279.26,6.17
72,blythe,1,US,1610152342,11,33.6103,-114.5964,294.15,4.63
73,paamiut,40,GL,1610152343,80,61.994,-49.6678,270.76,4.14
74,koumac,65,NC,1610152343,65,-20.5667,164.2833,303.47,0.76
75,kavaratti,100,IN,1610152344,76,10.5669,72.642,300.81,3.8
76,hualmay,100,PE,1610152345,83,-11.0964,-77.6139,294.59,4.03
77,hithadhoo,59,MV,1610152346,79,-0.6,73.0833,300.7,5.86
78,surt,0,LY,1610152347,43,31.2089,16.5887,293.85,5.72
79,hermanus,0,ZA,1610152348,87,-34.4187,19.2345,291.48,0.45
80,jalu,100,LY,1610152349,47,29.0331,21.5482,288.14,2.51
81,mayor pablo lagerenza,4,PY,1610152350,56,-19.9309,-60.7718,300.29,1.42
82,thouars,0,FR,1610152351,1,46.976,-0.2151,273.15,2.24
83,nanortalik,100,GL,1610152352,86,60.1432,-45.2371,274.72,4.91
84,kenora,90,CA,1610152353,93,49.8167,-94.4337,268.15,1.54
85,komsomolskiy,75,UZ,1610152354,73,40.4272,71.7189,266.15,2.06
